title,phone,address,googlemap_address_url,region,city,discount_details
البشاوري للبصريات ( المنطقة الشرقية ),,,"https://www.google.com.sa/maps/place/%D8%A7%D9%84%D8%A8%D8%B4%D8%A7%D9%88%D8%B1%D9%8A+%D9%84%D9%84%D8%A8%D8%B5%D8%B1%D9%8A%D8%A7%D8%AA%E2%80%AD/@26.4361119,50.1223456,14.75z/data=!4m8!1m2!2m1!1z2KfZhNiv2YXYp9mFINin2YTYqNi02KfZiNix2Yog!3m4!1s0x0:0x5a2c4631433932f2!8m2!3d26.4360989!4d50.1178426?hl=ar",المنطقة  الشرقية,الدمام,"{'*خصم  على الاطارات النظارات الشمسية والطبية .': '40', '*خصم  على الماركات ( فيرساتشي - بولوا - كاديلاك - جينا ليل _ كات ) .': '30', '*خصم  على الاطارات الطبية .': '50', '*خصم  على العدسات الطبية .': '40', '*خصم  على العروض الخاصة لحاملي تكافل العربية .': '20'}"
مجمع عيادات شافا الطبي (حي التعاون),tel:0580222475,العنوان : الرياض - حي التعاون,"https://www.google.com.sa/maps/place/24%C2%B046'04.2%22N+46%C2%B041'30.0%22E/@24.767828,46.6938658,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d24.767828!4d46.6916771?hl=ar",المنطقة الوسطى,شمال الرياض,"{'*كشف الاخصائي .': ' 100', '*كشف الاستشاري  .': '250 ', '*خصم على جميع الخدمات .': ' 30'}"
واحة المساج,tel:0503417616,العنوان : خميس مشيط - الموسى - بجوار مجمع تداوي,https://maps.google.com/maps?q=18.3255445%2C42.7566093&z=17&hl=ar,المنطقة الجنوبية,خميس مشيط,"{'مساج استرخاء': '150', 'مساج سويدي': '150', 'مساج سياتشو': '150', 'حمام مغربي': '170', 'مساج تايلندي': '170', 'حمام + مساج': '300'}"
مركز الرثوية التخصصي الطبي (حي العليا ),tel:0114163322,العنوان : العنوان : الرياض- حي العليا _ طريق العروبة,"https://www.google.com.sa/maps/place/24%C2%B042'41.3%22N+46%C2%B040'16.5%22E/@24.711462,46.6690645,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d24.711462!4d46.6712532?hl=en",المنطقة الوسطى,وسط الرياض,"{'*خصم على الكشف في جميع العيادات المتوفرة في المركز': '40', '*خصم على المختبر وجمبع خدماتة بأنواعها': '35', '*خصم على الأشعة وجميع خدماتها بأنواعها': '35', '*خصم على باقي خدمات المركز': '35', '*الأسنان :': ' ', '*خصم على الكشف (إلا إذا حصل المشترك على أي من الخدمات فيصبح الكشف مجاني والقيمة المدفوعة تصبح من ضمن تكلفة الخدمة )': '50', '*خصم على باقى الخدمات والطوارئ': '20', '*خصم على التنظيف والتلميع والخلع العادي والجراحي والحشوات': '40', '*خصم على باقي جميع خدمات الأسنان': '40', '*قسم لغسيل الكلى ويحدد الخصم حسب كل حالة': ' '}"
شيدز العالمية للنظارات (الرفاع) -  Shades International Optics (Riffa),tel:0097317491523,العنوان : مملكة البحرين - الرفاع - اللولو هايبر ماركت,"https://www.google.com/maps/place/Shades international optics/@26.1601643,50.5112836,14z/data=!4m12!1m6!3m5!1s0x3e49af22f1205f2b:0xb3f150618080d60c!2sShades international optics!8m2!3d26.1603167!4d50.5236833!3m4!1s0x3e49af22f1205f2b:0xb3f150618080d60c!8m2!3d26.1603167!4d50.5236833",مملكة البحرين - BAHRAIN,البحرين - BAHRAIN,"{'*فحص النظر مجاني لحاملين بطاقة تكافل العربية . - * Free Eye Exam for Takaful Al Arabia card holders.': ' ', '*عدسات لاصقة طبية تجريبية مجاناً لحاملي بطاقة تكافل العربية . - * Free Trial Contact Lenses for Takaful Al Arabia card holders': ' ', '*خصم  على جميع ماركات النظارات الشمسية  - * Discount on all sunglasses brands': '50', 'خصم إضافي في حال وجود عروض خاصة بالمركز . - Additional Discount on the center special offers': '10', '*خصم  على جميع ماركات النظارات الطبية - * Discount on all eyeglasses brands': '50', '*خصم  على جميع العدسات اللاصقة الملونة والطبية . - * Discount on all colored and medical contact lenses.': '15', '*خصم  على جميع العدسات العينية بأنواعها وخصائصها . - Discount on all kinds of contact lenses': '40'}"
مساج خيالي,tel:0569200602,العنوان : خميس مشيط - طريق الرياض,"https://www.google.com.sa/maps/place/%D9%81%D9%86%D8%AF%D9%82+%D8%AE%D9%8A%D8%A7%D9%84%D9%8A%E2%80%AD/@18.3021335,42.7695154,18.75z/data=!4m15!1m6!2m5!1z2K7ZhdmK2LMg2YXYtNmK2LcgINmB2YbYr9mCINiu2YrYp9mE2Yog2YXYs9in2KwgICA!5m3!5m2!4m1!1i2!3m7!1s0x0:0x35be734b015aeccb!5m2!4m1!1i2!8m2!3d18.3018917!4d42.7690297?hl=ar",المنطقة الجنوبية,خميس مشيط,"{'مساج الاسترخاء': '140', 'مساج سويدي': '140', 'مساج تايلندي': '140', 'مساج السياتشو': '140', 'مساج مع كاسات الهواء': '150', 'مساج الاحجار الساخنة': '180', 'مساج 4 ×1': '200', 'تجهيز العرسان': '400', 'حمام مغربي': '150', 'حمام مغربي ملكي': '200', 'خصم على العروض الخاصة': '10'}"
الوزان للبصريات (جميع الفروع),tel:tel:0138633644,العنوان : الوزان للبصريات (جميع الفروع),,المنطقة  الشرقية,الإحساء,"{'فحص البصر مجانا لحاملي بطاقة تكافل العربية في حال الشراء': ' ', 'النظارات الطبية ( هوم براند )': '25', 'خصم  على النظارات الطبية ( ماركات العالمية )': '20', 'خصم على  النظارات الشمسية ( ماركات العالمية )': '25', 'خصم  على النظارات الشمسية ( هوم براند': '15', '*خصم  على العدسات الطبية .': '20', '*خصم  على العدسات اللاصقة ( هوم براند ) .': '15', '*ملاحظة: يستثنى بعض الماركات من هذه الخصومات .': ' '}"
مجمع المهيدب لطب الاسنان (حي شبرا),tel:0114250313,العنوان : الرياض - حي شبرا - السويدي - مخرج 24,https://www.google.com.sa/maps/place/24°35'00.6,المنطقة الوسطى,جنوب الرياض,"{'*الكشف وفتح الملف والاستشارة مجانا لحاملي بطاقة تكافل العربية .': '  ', '*أشعة صغيرة مجانا لحاملي بطاقة تكافل العربية .': '  ', '*أشعة بانورامية 70 ريال وفي حال الحصول على خدمة مجانا .': '  ', '*خلع عادي': '90 ', '*حشوة تجميلية': '70 ', '*حشوة مؤقتة': '20 ', '*خلع ضرس العقل': '150 ', '*تركيبة البورسلين سن واحد': '300 ', '*تركيبة زيركون': '450 ', '*ابتسامة هوليوود 16 سن + التنظيف مجانا': '6000 ', '*التقويم المعدني': '2300 ', '*توريد اللثة للفكين': '1200 ', '*قص اللثة بالليزر': '400 ', '*قص اللثة عادي للفك': '350 ', '*قص اللثة عادي للفكين': '600 ', '*معالجة اللثة عادي للفك': ' 350 ', '*معالجة اللثة عادي للفكين': '600 ', '*تنظيف وتلميع الأسنان': '49 ', '*تبييض الأسنان بالليزر': '300 ', '*قوالب التبييض المنزلي': '300 ', '*سناب اون (ابتسامة هوليود المتحركة) للفكين': '1200 ', '*زراعة الأسنان عادي': '2000 ', '*زراعة الاسنان فورية': '2400 ', '*خصم  على باقي الخدمات (معالجات) .': '50', '*خصم على العروض الخاصه لحاملي بطاقة تكافل العربية': ' 10'}"
عيادات خبير الحجامة (حي الفيحاء),tel:0126310111,العنوان : العنوان : جدة - حي الفيحاء - شارع باخشب - بجوار وقت اللياقة - بناية مختبرات,"https://www.google.com.sa/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AE%D8%A8%D9%8A%D8%B1+%D8%A7%D9%84%D8%AD%D8%AC%D8%A7%D9%85%D8%A9%E2%80%AD/@21.4828246,39.2288357,17z/data=!3m1!4b1!4m5!3m4!1s0x15c3cf7f8ca41753:0xf4848d8f2afd783f!8m2!3d21.4828246!4d39.2310244?hl=en-SA",المنطقة الغربية,جنوب جدة,"{'*الجلسة الوقائية (12 كاسه) شامل الضريبة .': '230 ', '*الجلسة العلاجية (12 كاسة فما فوق)  شامل الضريبة .': '280 ', '*الجلسة الرياضية (12 كاسة فما فوق + مساج + كمادات حاره + ذبذبات كهربائية) شامل الضريبة .': '400 ', '*للاستفادة من الخصم ابرز بطاقة تكافل العربية قبل اخذ الخدمة.': ' '}"
عالم روما للنظارات (حي الفيصلية),tel:0138113811,العنوان : الدمام - حي الفيصلية - شارع ابو بكر الصديق,"https://www.google.com.sa/maps/place/عالم روما للنظارات‭/@26.378835,50.0612859,17z/data=!3m1!4b1!4m13!1m7!3m6!1s0x0:0x0!2zMjbCsDIyJzQzLjgiTiA1MMKwMDMnMzIuOSJF!3b1!8m2!3d26.378845!4d50.0591467!3m4!1s0x3e49e2d565789939:0x7f018c1132b3b43f!8m2!3d26.3788302!4d50.0590972?hl=ar",المنطقة  الشرقية,الدمام,"{'*خصم على الاطارات الطبية .': '50', '*خصم على النظارات الشمسية .': '50', '*خصم  على العدسات الصلبه.': '10', '*خصم  على عدسات النظارات الطبيه.': '10', 'فحص النظر مجـــــــانـــــــــــــــــا في حالة الشراء': ' ', 'صيانة النظارات مجـــانـــــــــــــا ( لا يشمل الكسر والخدوش )': ' ', '*خصم على ماركة رايبان وماوي جيم .': '35', '*خصم على العروض الخاصة داخل المركز لعملاء تكافل العربية .': '15'}"
اساس الطبي (الظبيه),tel:0173170000,العنوان : جازان - الظبية - طريق الملك,"https://www.google.com.sa/maps/place/17%C2%B006'45.3%22N+42%C2%B039'18.6%22E/@17.1125698,42.6573477,17z/data=!4m2!3m1!1s0x0:0x0?hl=ar",المنطقة الجنوبية,جازان,"{'خصم  على الكشف': '70', 'خصم  على الاشعة': '40', 'خصم على المختبر والتحاليل': '40', 'خصم  على خدمات الاسنان': '30', 'خصم  على خدمات الطوائ': '30', 'خصم على متابعه الحمل': '30', 'الولاده الطبيعيه': '1800', 'خصم على باقي الخدمات': '30'}"
مجمع طبيون الطبي العام (حي الحمراء),"tel:0125444409,tel:0125444408",العنوان : مكة المكرمة حي الحمراء شارع الممشى,"https://www.google.com.sa/maps/place/21%C2%B025'23.0%22N+39%C2%B046'15.9%22E/@21.4225949,39.7708635,18z/data=!4m5!3m4!1s0x0:0x0!8m2!3d21.4230518!4d39.7710915?hl=en",المنطقة الغربية,مكة المكرمة,"{'خصم  على جميع الكشوفات (الطب العام - اسنان - نساء وولادة - اطفال - باطنيه - طورائ)': '60', 'خصم على كشف الإستشاري': '50', 'خصم  على استدعاء الطبيب خارج الدوام الرسمي': '50', 'خصم على استدعاء طبيب الأسنان خارج الدوام الرسمي': '50', 'خصم  على خدمات الاشعة': '40', 'خصم على خدمات التحاليل الداخلية': '30', 'خصم على خدمات العيادات': '25', 'خصم على خدمات التنظيف وخدمات الاسنان العلاجية': '35', 'خصم على تركيبات الاسنان والخدمات التجميلية': '25', 'خصم على خدمات الطوارئ غير شاملة الادوية': '30', 'اشعة السونار': '60', 'الولادة الطبيعية الطارئة مع الخياطة': '1200', 'الولادة الطبيعية الطارئة المتكررة شاملة الخدمات': '950', 'برنامج متابعة الحمل 3 شهور': '450', 'برنامج متابعة الحمل 6 شهور': '850', 'برنامج متابعة الحمل 9 شهور': '1050', 'فحص الإقامة': '80', 'فحص رخصة القيادة': '80', 'فحص الوظيفة': '80', 'الخصم لايشمل الاطباء الزائرين ولا يشمل العروض': '  ', 'الخصم لا يشمل الضريبة المضافة': ' ', 'للإستفادة من العرض يرجى ابراز البطاقة مع الهوية قبل اخذ الخدمة': ' '}"
مركز دار فارس الجزيرة لطب وتقويم الاسنان (حي ضاحية لبن ),tel:0556396949,العنوان : العنوان :الرياض – حي ضاحية لبن – شارع الشفا,google.com.sa/maps/place/24°37'39.0,المنطقة الوسطى,غرب الرياض,"{'حشوة ضوئية كومبوزيت بسيطه': '80', 'حشوة ضوئية كومبوزيت كبيرة': '120', 'حشوة فضة 1 ملقم': '100', 'حشو بناء سن كامل': '160', 'حشوة أطفال': '80', 'حشوة مؤقته': '40', 'تنظيف فك واحد': '80', 'تنظيف كامل الفم': '120', 'سحب عصب جذر واحد': '280', 'سحب عصب جذرين': '320', 'سحب عصب 3 جذور': '360', 'سحب عصب 4 جذور': '400', 'إعادة سحب عصب': '520', 'سحب عصب أطفال جزئي': '160', 'سحب عصب أطفال كامل': '200', 'وتد لحشوة العصب': '80', 'أشعة': '40', 'خلع عادي': '120', 'خلع جذور أسنان أماميه': '160', 'خلع جذور أسنان خلفيه': '200', 'خلع ضرس العقل': '20', 'خلع أطفال': '40', 'علاج إلتهابات مابعد الخلع': '40', 'تركيب زيركون': '630', 'تركيب زيركون ألماني': '810', 'تركيب برسلين مبطن بمعدن': '400', 'تركيب عدسات': '720', 'تركيب متحرك فك واحد': '1350', 'تركيب متحرك كامل الفم': '2250', 'تركيب متحرك حسب عدد الأسنان': '10', 'سناب أون سمايل': '2250', 'تبييض الأسنان': '400', 'قوالب تبييض منزلية': '450', 'مادة التبييض المنزلية': '180'}"
مجمع العجاجي الاهلي الطبي ( حي المصيف ),"tel:0114545453,mailto:alkhalafgroup4@gmail.com",العنوان : الرياض – حي المصيف - شارع ظبية بنت البراء,"https://www.google.com.sa/maps/place/24%C2%B045'34.4%22N+46%C2%B041'08.5%22E/@24.7596964,46.6930052,15.21z/data=!4m5!3m4!1s0x0:0x0!8m2!3d24.7595596!4d46.6856918",المنطقة الوسطى,شمال الرياض,"{'1- خصم  على الكشف في العيادات التالية (الباطنة- الطب العام –الجلدية – الأنف والأذن- الأطفال – الأسنان وتقويم وجراحة الأسنان –التجميل – العلاج الطبيعي – النساء).': '40', '2- خصم  على الأشعة والمختبر .': '25', '3- خصم  على خدمات الأسنان ( الحشو – علاج العصب – الخلع ).': '25 ', '4- خصم على تركيبات الأسنان .': '20 ', '5- خصم على الإبر الداخلية والتطعيمات .': '8 ', '6- خصم  على باقي الخدمات .': '20', '*متابعة الحمل  (شامل التحاليل والاشعة) .': '1800'}"
مختبر الاول الطبي (بريدة),tel:0163611444,العنوان : بريدة - طريق الملك عبد العزيز - مقابل القفاري للمفروشات,"https://www.google.com/maps/place/مختبر الأول الطبي‭/@26.368353,43.9309444,17z/data=!4m12!1m6!3m5!1s0x157f5797259ae6c3:0xe60953227212c7bd!2z2YXYrtiq2KjYsSDYp9mE2KPZiNmEINin2YTYt9io2Yo!8m2!3d26.3683482!4d43.9287557!3m4!1s0x157f5797259ae6c3:0xe60953227212c7bd!8m2!3d26.3683482!4d43.9287557",المنطقة الوسطى,محافظات القصيم,"{'خصم 45% على خدمات التحاليل ماعدا العروض': '   ', 'خصم 5% اضافي على الباقات والعروض لحاملي بطاقة تكافل العربية': '  ', 'يجب إبراز بطاقة تكافل العربية للحصول على الخصم': '   '}"
مركز كدون الطبي (حي العليا ),"tel:0112168888,http://www.kadoon.com",العنوان : العنوان : الرياض - حي العليا - شارع العليا العام,https://www.google.com.sa/maps/place/24°42'33.6,المنطقة الوسطى,وسط الرياض,"{'*الكشف وفتح الملف والاستشارة مجانا لحاملي بطاقة تكافل العربية عدا اخضائية التقويم والزراعة': ' ', '*أشعة صغيرة مجانا في حال حصول على خدمة': ' ', '*خلع عادي سن عادي': '120', '*أشعة بانورامية': '130', '*حشوة تجميلية كمبوزيت': '350', '*حشوة مؤقتة': '80', '*خصم على خلع ضرس العقل': '35', '*تركيبة البورسلين بدون معدن': '1350', '*تركيبة زيركون': '1650', '*ابتسامة هوليوود 8 اسنان': '9000', '*خصم التقويم المعدني': '35', '*توريد اللثة للفك': '1000', '*قص اللثة بالليزر للسن': '250', '*تنظيف الأسنان': '99', '*تبييض الأسنان بلازما': '450', '*قوالب التبييض المنزلي بالمادة': '499', '*خصم على زراعة الأسنان سويدية': '25', '*خصم على زراعة الاسنان فرنسية': '25', '*خصم على باقي الخدمات': '35', '*ملاحظ :  الخصم لايشمل الدكتور ماجد شحادة / الدكتور عطاطرة والأطباء الزائرين': ' ', 'قسم الجلدية :': ' ', '*خصم على الكشف وفتح الملف والاستشارة': '40', '*جلسة ليزر جسم كامل مع الرتوش': '399', '*جلسة ليزر جسم كامل بدون ظهر وبطن مع الرتوش': '299', '*جلسة ليزر وجه او ابط او بكيني': '80', '*فيلر 1 مل جوفيدرم شفايف او تحديد فك او خدود': '1100', '*بوتكس وجه كامل': '1250', '*بوتكس رفع الحاجب': '450', '*بوتكس التعرق': '1390', '*فراكشنال': '299', '*تنظيف بشرة': '199', '*توريد الشفايف': '200', '*بلازما وجه أو شعر': '650', '*ليزر كربوني للوجه': '199', '*تفتيح المنطقة الحساسة': '299', '*تشقير الوجه': '100', '*تشقير الحواجب': '70', '*ميزوثيرابي لأي منطقة من اختيارك': '230', '*تحديد ذقن للرجال جلسة واحدة مع الرتوش': '120'}"
مركز لؤلؤة العاج لطب الأسنان والجلدية(حي إشبيليا),tel:0114230250,العنوان : الرياض - حي إشبيليا - شارع النجاح,"https://www.google.com.sa/maps/search/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D9%84%D8%A4%D9%84%D8%A4%D8%A9+%D8%A7%D9%84%D8%B9%D8%A7%D8%AC+%D9%84%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9%E2%80%AD/@24.8057732,46.8030171,17z?hl=en",المنطقة الوسطى,شرق الرياض,"{'قسم الاسنان :': ' ', '*الكشف وفتح الملف والاستشارة مجانا لحاملي بطاقة تكافل .': ' ', '*خلع عادي .': '80 ', '*اشعة صغيرة  ومجانا مع المعالجات .': '20 ', '*اشعة بانوراما  .': '100 ', '*حشوة تجميلية  .': '90 ', '*خلع ضرس العقل  .': '200 ', '*تركيبة البورسلين .': ' 275 ', '*تركيبة الزيركون  .': '550 ', '*ابتسامة هوليود السن الواحد': '400 ', '*التقويم يبدا من 2500 ريال دفعة اولى 500 ريال وكل شهر  .': '300 ', '*توريد اللثة  .': '650 ', '*قص اللثة بالليزر  .': '1000 ', '*قص اللثة عادي  .': '800 ', '*معالجة اللثة .': '125 ', '*تنظيف الاسنان .': ' 80 ', '*تبييض الاسنان بالليزر  .': '300 ', '*قوالب تبييض منزلي .': ' 600 ', '*سناب اون (ابتسامة هوليود المتحركة ) .': '1300 ', '*زراعة الاسنان  .': '2500 ', '*خصم  على باقي الخدمات .': '30', '*خصم  على العروض الخاصه لحاملي بطاقة تكافل العربية.': '10', 'قسم الجلدية :': ' ', '*الكشف  .': '50 ', '*جلسة ليزر جسم كامل مع الرتوش  .': '300 ', '*جلسة ليزر جسم كامل بدون ظهر وبطن مع رتوش  .': '270 ', '*جلسة ليزر وجه او ابط او بكيني  .': '125 ', '*فيلر 1 مل  .': '1100 ', '*بوتكس وجه كامل  .': '1500 ', '*بوتكس رفع الحاجب  .': '400 ', '*بوتكس التعرق  .': '1600 ', '*فراكشنال .': ' 300 ', '*تنظيف بشرة  .': '175 ', '*توريد الشفايف .': ' 175 ', '*ليزر كربوني للوجه  .': '200 ', '*تفتيح منطقة حساسة  .': '200 ', '*تشقير الوجه  .': '80 ', '*تشقير الحواجب .': ' 75 ', '*تحديد ذقن للرجال جلسة واحدة مع رتوش': ' 150 ', '*خصم  على باقي خدمات الليرز والجلدية .': '30', '*خصم  على العروض الخاصة لحاملي بطاقة تكافل العربية .': '10'}"
مجمع عيادات الدكتور هاني عبدالله رقبان الطبية (حي النهضة),tel:0126946207‬‏,العنوان : العنوان : جدة - حي النهضة - شارع عبدالرحمن الداخل,"https://www.google.com.sa/maps/place/مجمع عيادات د. هاني رقبان‭/@21.6181951,39.1356622,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xe833f11f90461b03!8m2!3d21.6181951!4d39.1334735?hl=ar",المنطقة الغربية,شمال جدة,"{'*خصم على جميع الكشوفات (ماعدا الطوارئ وعيادة د. خالد مرزوقي ) .': '30', '*خصم على خدمات الأسنان (تقويم - تبييض - تنظيف - توريد اللثة - فينير - لومنير ) .': '30', '*خصم  على النادي الصحي النسائي .': '30', '*خصم على الأشعة (ال لترا ساوند) .': '15', '*خصم على جلسات تكسير الدهون .': '15', '*خصم على جلسات علاج الألم بالليزر .': '15', '*خصم على العلاج الطبيعي .': '15', '*خصم على البوتكس والفيلر .': '20', '*خصم على نركيبات الإيماكس (بالكمبيوتر ) .': '30', '*خصم على حشوة الأسنان .': '15', '*ملاحظة : الخصم لايشمل عيادة الدكتور خالد المرزوقي (عيادة القلب ) . ولا يشمل الاطباء الزائرين .': '  ', '*للاستفادة من الخصم ابرز بطاقة تكافل العربية قبل اخذ الخدمة.': '  '}"
صيدليات زاد الدوائية (جميع الفروع),,العنوان : جميع الفروع,,المنطقة الغربية,المدينة المنورة,"{'*خصم  على الادوية .': '15', '*خصم  على مستحضرات التجميل .': '10', '*خصم  على الحليب والحفائض .': '5'}"
مركز الدكتور الهاشمي التخصصي للحجامة (حي الشرفية),tel:0126525666,العنوان : جدة - حي الشرفية - طريق الملك عبدالله - بناية عبير - الدور الاول,"https://www.google.com.sa/maps/search/%D8%A8%D9%86%D8%A7%D9%8A%D8%A9+%D8%B9%D8%A8%D9%8A%D8%B1%E2%80%AD/@21.5055869,39.185152,15.21z?hl=ar",المنطقة الغربية,جنوب جدة,"{'*الكشف مجانا لحاملي بطاقة تكافل العربية .': ' ', '*الحجامه : (تشمل جلسة حجامة كامله + تحليل الدم كامل cbc) السعر 300 ريال.': '300', '*خصم على التغذية العلاجيه ويشمل  :': '35', '( برنامج تغذية وحمية علاجية 4 زيارات في الشهر شامل الفحوصات المخبرية)': ' ', '*ملاحظة / للاستفاده من الخصم  يرجى ابراز بطاقة تكافل العربية': ' '}"
مجمع جوهرة الشام الطبي,"tel:0135801280,tel:0590358486",العنوان : الاحساء الهفوف  شارع الجامعة  بالقرب من بنك الرياض﻿﻿,"https://www.google.com/maps/place/مجمع جوهرة الشام الطبي‭/@25.3528248,49.5938577,17z/data=!3m1!4b1!4m5!3m4!1s0x3e379148f85c889f:0xfd59a62e2cee3a35!8m2!3d25.3528248!4d49.591669",المنطقة  الشرقية,الإحساء,"{'الكشف وفتح الملف والاستشارة   (مجانا عند متابعة العلاج)': '25', 'أشعة البانوراما': '99', 'تنظيف الاسنان': '75', 'توريد اللثة  فك واحد': '490', 'توريد وقص لثة فك واحد': '790', 'تركيبةالزيركون': '590', 'تركيبة البورسلين': '340', 'سحب عصب يبدأ من': '540', 'تقويم الأسنان بدون دفعة اولى ( أقساط شهرية)': '250', 'خصم على باقي الخدمات': '30', 'خصم اضافي على العروض الخاصة بالمركز': '5', 'للاستفادة من الخصم يرجى اظهار البطاقة مع الهوية قبل اخذ الخدمة': '  '}"
مركز فكتوريا  للتجميل النسائي,"tel:0505958788,tel:0505958788",العنوان : الاحساء / الهفوف /  الصيهد / شارع ابن سينا,https://www.google.com/maps/place/25°22'03.2,المنطقة  الشرقية,الإحساء,"{'خصم على جميع الخدمات': '20', 'خصم على العروض الخاصة بالمركز': '7', 'الخصم غير شامل فترة المواسم والاعياد': '  ', 'الخصم لايشمل الخدمات الخارجية': '   '}"
مجمع عيادات ديماس التخصصي (حي الحمراء),tel:920003492,العنوان : الرياض - حي الحمراء - شارع خالد بن الوليد بين مخرج 9 و10,"https://www.google.com.sa/maps/place/%D9%85%D8%AC%D9%85%D8%B9+%D8%AF%D9%8A%D9%85%D8%A7%D8%B3+%D8%A7%D9%84%D8%AA%D8%AE%D8%B5%D8%B5%D9%8A%E2%80%AD/@24.775862,46.7535501,15z/data=!4m5!3m4!1s0x0:0x3a44e6cc9135e50b!8m2!3d24.775862!4d46.7535501",المنطقة الوسطى,شرق الرياض,"{'*الكشف وفتح الملف والاستشارة مجانا لحاملي بطاقة تكافل العربية': ' ', '*خلع عادي': '100 ', '*أشعة بانورامية': ' 100 ', '*حشوة تجميلية ابتداء من': '100 ', '*خلع ضرس العقل ابتداء من': '200 ', '*تركيبة البورسلين': ' 500 ', '*تركيبة زيركون': '1000 ', '*ابتسامة هوليوود 16 سن': '11000 ', '*تقويم الأسنان': '4000 ', '*تنظيف الأسنان': '100 ', '*تبييض الأسنان بالليزر': '400 ', '*قوالب التبييض المنزلي': '400 ', '*سناب اون (ابتسامة هوليود المتحركة)': '1200 ', '*زراعة الأسنان ابتداء من': '4000 ريال', '*خصم  على باقي الخدمات .': '40 ', 'قسم الليزر والجلدية  :': ' ', '*الكشف مجانا لحاملي بطاقة تكافل العربية': ' ', '*خلايا جذعية للندبات  .': '999 ', '*خيوط شد الوجه': '299 ', '*جلسة ليزر جسم كامل مع الرتوش': '299 ', '*جلسة ليزر وجه او ابط او بكيني': '150 ', '*فيلر 1 مل': '1100 ', '*بوتكس وجه كامل': ' 1100 ', '*فراكشنال': ' 1100 ', '*تنظيف بشرة': ' 200 ', '*توريد الشفايف': '250 ', '*بلازما وجه أو شعر': ' 1100 ', '*ليزر كربوني للوجه': ' 300 ', '*تشقير الوجه': '150 ', '*تشقير حواجب': ' 90 ', '*تحديد ذقن للرجال جلسة واحدة مع الرتوش': '150 ', '*اربع جلسات ليزر جسم كامل': ' 950 ', '*خصم على باقي خدمات الجلدية والليزر': '40 ', '*خصم  على عيادات التجميل والليزر .': '30', '*خصم اضافيه على العروض الخاصه لحاملي بطاقة تكافل العربية': ' 10'}"
مجمع خالد بكر البكري الطبي العام (حي الرحاب),tel:0126754555,العنوان : العنوان : جدة - حي الرحاب - شارع التحلية تقاطع الاربعين,"https://www.google.com.sa/maps/place/21%C2%B033'50.8%22N+39%C2%B012'45.3%22E/@21.5641174,39.2147818,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d21.5641174!4d39.2125931?hl=ar",المنطقة الغربية,شمال جدة,"{'*خصم على الكشف في جميع العيادات .': '50', '*خصم على التحاليل والمختبر  .': '20', '*خصم على الاشعة .': '30', '*خصم على الاسنان وخدماتها ماعدا التركيبات والتقويم .': '30', '*خصم على الادويه الداخلية .': '10', '*خصم على باقى الخدمات .': '30', '*الولادة الطبيعية غير شاملة رعاية المولود .': '3500 ', '*الولادة القيصرية غير شاملة رعاية المولود .': '6500 ', '*للاستفادة من الخصم ابرز بطاقة تكافل العربية مع الهوية قبل اخذ الخدمة.': ' ', '*يستفيد من الخصم صاحب البطاقة فقط.': ' '}"
